article_number,article_name,category
7316350315040,Morot,
7310401051758,Trocamust Zero,
5449000099785,*Coca Cola 4x150cl,
7310865560759,Normsalt Smör Ekol,
4100290027131,Iskaffe Hazelnut,
8006540956663,YES Original,
7310890201030,Äppelpaj,
3415582301921,Häagen-Dazs DUO,
7318690508762,Frigående S-L,
2340396000000,Jämtländsk Hush26%,
7310830020318,*Royal,
2319190900000,Laxsida,
7318690075523,Babyplommontomat,
7393145093604,Tunnbröd,
7310380458395,Avfallspåse,
7350092180030,Humm Blåbär,
7318690513254,Nötfärs 12%,
7318690513728,Spaghetti,
7310063446121,Ägg Frig M/L 18 p,
2012345600000,Citroner i nät,
7350060704114,Pastasås Arrabbiat,
8001665723282,Girasoli Chèvre,
7350025540061,Julskinka,
7350060704336,Ravioli Västerbott,
7318690170426,Juice Apel Ma Pass,
8001665724968,Ravioli Brasato,
7332456000819,Ryggbiff,
682430611744,Voss Vatten,
7318690508939,Basmatiris,
2340101900000,Cheddar 32% XL,
7313940027000,Kycklingbr.filé gr,
7622201636951,*Chocolate Filled,
7318690512301,Handtvål Aloe,
2354873100000,Koktskinka ojämna s,
7318690170419,Nypr Apelsinjuice,
7300300050853,Nötfärs 12%,
7340063016406,Roslagsgrill,
7350054202213,Väddö Kladdkaka,
7318690066903,Ägg M/L frig,
7350000552119,Apelsin Havtorn Gu,
2307115100000,Kycklingfile,
2330078000000,Entrecôte,
7350113940438,Salladsost,
2328015000000,Ryggbiff Irland,
2307116700000,Majskycklingfilé,
7311312007728,*Potato Pops Cheese,
7311312007858,*Potatopops Lök,
7300200438003,Entrecotekorv Chim,
7310865005151,Sv Smör NS 82%,
7318690161882,Vatten Päron/Äpple,
2330072100000,Ryggbiff,
7318690507796,*Vatten Mandarin,
7310867531313,Bara Yog Fru Bl/Bj,
2373761300000,Biff m kappa bit,
5711953169854,Chokladmjölk 0.5%,
7318690489788,ICA Merpack Äpple,
4014400902495,*Kola choc toff Rie,
7300300045842,Lunchkorv 4-pack,
7340131603682,*Nyhet v3 2024,
7350064540473,Grillad kebab,
7318690082415,Hela tomater,
7331147138558,*Kallrökt skivad lax,
7318690514602,*Krossade tomater,
4645,Svamp Champinjon,
7622201056643,Daim kaka,
7622201679040,*Fingers,
7318690508908,Kycklingköttbullar,
7314710720084,Saffransdrömmar,
7310401052441,Troc Gel.Ha Zero B,
7350146811576,*Dimma,
7311379536292,Frisco Hamb.bröd,
7392304211248,Lök gul 1kg,
8024460150534,Olivolja Eko,
8000430395686,Parmigiano Reggiano,
8076809523776,Fettuccine,
7310865081650,GodM Äpplejuice,
7318690505778,Matchkorv,
7350146810234,*Norrland B,
7340195404980,*Norrsken äpple B,
7318693359286,Gul Lök 500g,
7313940012792,Kycklinginnerfilé,
8004603100831,*Mozzarella 100gr,
7100,Pepparsalami,
7332870046516,Berthåga honung,
7318690177821,*Bacon,
7318690051862,Laxpudding,
7350021423184,*Prob Rasberry,
7350021425812,*Crispy Pear BCAA,
4023103222984,Hushållsduk 10p,
7318693356339,Lök,
7318690127611,eco Kokosolja,
7318690162162,Vatten Jordg/Rabar,
2386660100000,Biskopsost 30%,
7350027794530,*Halloumi,
2332812100000,Minutstrimlor,
7350106060242,Basmati ris,
7318690069553,Hamburgare tex-mex,
7318690130840,Vittvätt pulver,
7071322968111,BELLY LAXLOIN,
7350146810203,*Energi Frost B,
2386665400000,Biskop premium,
7332205221205,Fast potatis,
7622201637699,Oreo Creme,
7310050001043,Kaffe Original,
7318690014355,Kamomillte,
7318690127086,*Mozzarella,
7332462077256,Potatisstöt,
7350146810395,*Solsken B,
7311311004810,Vitpeppar Malen,
7340131603620,*Juicy Ruby,
7340131602135,*Mango del sol B,
2319258900000,Rostbiff skivad,
7311310031015,*Taco Spice Mix,
7350146430074,Halloumi,
7350058335696,*Orange Rush B,
7318690158462,Handdisk skogsbris,
2499,Kärleksmums,
7311041045091,Paprikamix,
2372791400000,Rostbiff i bit,
2320258600000,Entrecote bit nöt,
7350002402702,*Grekisk salladsost,
6430048448115,Vaniljglass LF,
2372733800000,Högrev,
8718951122758,Tandb Gold Soft,
7318690186120,*Potatis fast,
2330045600000,Rostbiff,
7318690516422,Hamburgare Folke,
7392672003780,Kvarg naturell,
7318690491170,Svenska Blåbär,
7318690162100,*Vatt Hallon/Grape,
7318690185277,*Makrill i tomats,
8001665128681,*Tortellini ski&ost,
8001665128674,*Tortelloni Ricotta,
7350049150833,Whey-80 Jordgubb,
8005510001549,XJungfru Delicato,
2386660200000,Biskopsost Brän31%,
7622300589882,Cookies mjölkchokl,
3415582300924,Häagen Dazs Duo,
7622201636807,Soft Inside,
7310760012315,Gran Dia Brygg,
7622201099374,Havssalt,
7318690051596,Potatis färsk,
7311311004865,Svartpeppar hel,
7318690489801,*Gr.äpp/Lime ÅP,
2330063300000,Flapsteak,
8680417214232,Mahmood Sella,
4728,Potatis fast,
5711953161643,Daily Brew Vanilla,
7310401052625,*Hallon Rab ÅP,
7310401000053,*Loka Citron,
7350058336082,Energdr Jungle V B,
7350021422194,*Coconut water,
7318693360336,Morot små ICA,
7318690102366,Te chai,
7318690174646,Guacamole,
7318690515999,Köttbullar o mos,
7310865003775,Creme fraiche 32%,
7340063010800,Kielbasa,
7311379532058,Korvbröd 16-pack,
87157635,Tomatketchup,
6416710301407,Halloumi,
7622300544010,*Chokladkaka sea sa,
7350060704411,Pizza Capricciosa,
7350060704404,Pizza Salami,
7318690089766,Vitvinsvinäger,
9005,ost-chiaruta 90g,
7310865093981,Proteinmjölk blåb,
7340063012804,Chili cheddar grill,
7046110315347,Flytande Handtvätt,
7311070006339,Gifflar Raspberry,
7318690085034,ICA B Sm&bak ark24,
5701017415539,Klorrent,
7313619002161,Litchi Lemonade,
5701098051169,Ugn/Grill Cleaner,
7318690094739,Dijonsenap,
7350076437709,Gullök påse,
2328018900000,Flanksteak,
7318690140412,Lätt Creme Fraiche,
7310500000404,Pasta Alfredo,
7310070006493,*Svarta vinbär,
7310070004468,*Vatten Päron,
7318690182412,Bacon tärnad,
2212,Grekisk lantfralla,
7310865093998,Proteinmjölk vani,
7350000551396,Ananas äpp inge NS,
8906063130512,Druva grön kf ICA,
7310867563215,Fruktdryck Ape/Äpp,
2340420600000,Götene Hushållsost,
7312338009109,Långrökt skinka,
5760466642019,Vitost hel bit 17%,
7300328192009,Kycklingfilé BBQ,
7310401000091,Loka Päron 1.5l,
7318690508991,Nötfärs 12%,
7332456000901,T-Bone Steak,
7318690053736,Hamb.ost m cheddar,
7316150670271,Olivolja Classico,
7310401046785,*Mango Lime,
7313130162580,Flaskborste 50mm,
4016241050311,yog jordgubbe 0.2%,
5711953168116,Mild Blue,
2331641700000,Valätt 10%,
7350013136931,Viltfångad laxsida,
8445290143754,Vätske Skogsbär,
7318690513704,Fettuccine,
7318690516408,Färskkorv Folkeost,
8006540956571,*Platinum Original,
7350155160245,Stockholms Lemonad,
2386660400000,Prästost 5-7m 31%,
7318690128106,Skavsårsplåster,
7318690115168,Lättmjölk 0.5%,
7310401042985,*Jordg Granatäpple,
7318690509233,Lammfärs 20%,
7340131603781,*Energdr Berruba,
6430048448405,Jordgubb Vanilj gla,
7340131603804,*Summer 2,
8435320605017,Babyplommon tomat,
7350089431213,Fresh Soda,
17960,Grp art Chark,
7310090394167,Ice Tea Peach&Love,
7350025540047,Grill kyckling stp,
4664,Tomat röd kvist,
8436534684850,Babyplommon tomat,
7622210865335,*Dubbelnougat,
5711953153846,Kvarg naturel 0.2%,
6430048449464,Smörkola & Crunch,
7318690509219,Kalvfärs 15%,
4016241050557,Kvarg pers&pass,
50112814,*Pwrade Citr/Lime,
7310375547707,Tandb Prof soft,
2330071100000,Flapsteak mörnings,
7318690509608,*Handtvål Lemon Spa,
7318690513889,Tortellini pros GL,
7350056793030,Turkiskt Yoghurt,
6111255910724,Babyplommon tomater,
7318690491712,Bulgur grönsaksmix,
7350027793731,Mozza buff capana,
7350058336211,Summer Vibe,
7315720071036,Honung krav,
7312338007839,Kyckling cit&timja,
5711953070266,Brie ex creamy 39%,
7350100521077,Tonic Botanical,
7350100521084,Tonic Midsummer,
2319143300000,Lövbiff,
8002670008890,Mozz High Protein,
6430048449198,3 vänner glasstrut,
5449000259127,*Cola Zero 6p,
2330059700000,Lövbiff,
4959,Mango,
4009900505512,*Melon Mint Burk,
5762385534970,Sidfläsk sk Tulip,
7318690173885,Äppeljuice,
7310380458470,Diskborste,
6504,Parm Regg 22 mån,
7316150674200,Jungfruolivolja Or,
7310401013350,Läsk Indian Zer1.5,
6001,Cheddarost,
7318690509257,Högrevsfärs,
7310731101666,*Kaffe Mollbergs Br,
8717677336593,Mjölk Choklad,
2319298000000,Parmigiano Reg,
7310200000018,Gripen Aceton,
7622300346676,*Gräddnougat,
3176580026017,Brie Fransk 31%,
7310865074225,GodM Äpple,
7300201432000,Grillkorv bac&ost,
7311379532072,Korvbröd 10-pack,
7311372167004,Potato Hot dog bun,
2328016400000,Högrev,
8435320608018,Körsbärstomat i ask,
5060517883683,*Mango Loco,
7318690513247,Nötfärs 12%,
5060947541245,*Ultra Rosá,
7638900381795,Knappcell CR2450,
7300322544002,Kycklingfilé,
7318690177838,Stekfläsk skivat,
8720701143524,*Choklad karame,
8719200191280,Färskost Vitlök,
7350075693809,*Tandb Plant based,
7330817032684,Kycklingben,
7391814007587,Macamianötter r/s,
7300298735008,Ostschnitzel,
7311372147730,Potato Burger bun,
7311311017438,Citronpeppar,
7311870011205,Götene Hushållsost,
8681657351077,Bulgur Pilavlik,
4014400915143,*Chocolate Toffee,
7311631800307,Salt Mindr Natrium,
7391691072937,Tvål Basic Refill,
7310960037057,Västerbottensostpa,
2307129300000,Kycklårfilé chili,
2320577700000,Nötskivor,
7311070008432,*Råg Levain osötat,
7311311023477,*Tomato Herbs,
7310401047270,*Fläder Päron,
7318690513803,*Ravioli svamp,
7300298954003,Schnitzel,
73513513,*Coca Cola 50cl,
7310520021915,Double Brownie,
7310401003306,Tonic Water 1.5l,
7340131605235,*Blue Raspberry,
7622210059956,Godis Drömkrisp,
7300203503005,Stekfläsk skivat,
2340420400000,Götene Hushållsost,
7350146810470,*Nyhet v.37,
2319259200000,Sjömansbiff,
7320081190302,Ättika 24 %,
8003520029157,*Tvål Milk&Hone ref,
5774540920504,Marsipanbröd,
5449000259172,*Coca-Cola 10p,
7318690513698,*Fettuccine,
7310470065021,*Jordg.kräm 1l Ekst,
6111251380392,Körsbärstomater,
8007660623268,Salami med tryffel,
7622201777197,Tryffel,
7350049153483,Whey-80 Choklad,
5900951311505,*Chokladbar sgl,
6407850056487,Kvargplättar,
7310830020325,Lindvalls 77,
5900951313592,*Twix sgl,
2307128900000,Bröstfilè Marin,
7300400482523,*Cranberries&Oat,
5711953162688,Cream ch Naturell,
5711953162718,Cream ch Vitl&Ört,
7318690079927,ICA Bsc hushåll,
8714789726168,Munskölj Cool Mint,
6405940114574,Paprikamix,
7318690505723,Städservetter,
5060608747993,*Reign Peach Fizz,
6409630008686,Salami Peppar,
9055,*Dots hasselnöt,
7350027798330,Mozzarella Eko,
3073781195323,Smältost 8P,
5449000259110,*Coca-Cola 6p,
6111243381567,Körsbärstomat i ask,
7318690512172,Salladsost natu,
90457302,Winter Ed,
7310070005335,Julmust S.fri,
7318690130420,Matgrädde 13%,
8711000538050,*S.kaffe Mella Refi,
5705010069515,Äpple/Fläder,
5000112637908,*Cola Vanilla,
7350077758056,Energy Passion,
7340195401132,GAAM Straw/Pine,
7350144680037,Mango Pineapple,
7350144680044,Pear Elderflower,
5060608741816,*Reign Sour Apple,
8711327583610,Double Starchaser,
7392890005214,Sea salted caramel,
7311070006230,Vanillas,
2307116800000,Majsfilé 4-pack,
5774540137902,Caramel Crunch,
5774540137506,Dark 70% Rich,
7311070347326,Gifflar saffran,
5449000259240,*Cola Zero 20p,
90376825,*RedB Blue Edition,
7318690513742,Tortellini Ski/ost,
7393481005897,Tvål Wild Honeysuc,
7350000550573,Fruktdryck Blåbär,
7318690089001,Pepparsalami plb,
9004,Småbröd,
8717163097700,*Dove Tvål 500ml,
7318690513766,*Tortellini ric/spe,
7318690515883,Jordnötsmör Crunch,
7311875904342,Mozzarella 21% Riv,
5711953081330,Protshake vanilj,
7310520021724,*Smash chokladkaka,
7350122560238,Saffrankladdkaka,
7340154813884,Voss Us,
7313619001959,Ginger shot,
7311631503000,Medelhavssalt jod,
4030,Kiwi,
8711000530085,Kaffe Brygg Mellan,
2340379700000,Fam.fav Edamer 23%,
7310130321238,Gyll Fiberhavregry,
7310380551591,Blomjord 10L,
7392672001465,Kvargyogh Jordg,
7318690127185,Mozzarella Ekol,
7318690491958,ICA Babyplommontom,
5741200319831,Mini Vårrullar,
7350126088707,*Pizzarulle Mozzare,
7350025545653,Julskinka,
7310510002566,*Paradis,
8711327536180,Duo Sandwich,
7312060700459,F.A. Nötkola,
5449000015594,Fanta Exotic,
7300209858000,Färskkorv Kabanoss,
2340389200000,Grevé ost,
8033629409949,Protein Sandwi Kok,
7318690101086,Salame Milano,
7318690101079,Salami Napoli,
8717677336616,Choklad Almond,
7318690513230,Högrevsfärs,
7318690489856,ICA Silverlök 300g,
7300207273003,Prinskorv,
8033629409956,Protein Sandwi Cho,
7318690513810,*Tortellini bologn,
7318690508960,Basic Ättiksprit,
7311311020636,Tortilla Wh Wheat,
7318690517979,Riven ost,
7391835018159,Äppelcidervinäger,
7310520021571,Double Vanilj,
7318690174172,*Gnocchi,
4595,Gurka styck,
7300300050839,Nötfärs 12%,
7318690028420,*Pasta Spirali,
7331157001071,*Vasa Julmust,
3415581122831,Häagen Macadamia,
3206,Kiwi ICA,
7312338006566,Kokt Skinka,
2313115000000,Nötfärs 12%,
7316198882094,Juladresser X7,
7316195030115,Julpapper Metall,
7350002404522,Spaghetti,
8002004211927,Gran Biraghi f.riv,
7318690064473,*ICA Vetetortillas,
7318690156284,Köttbullar,
7318690510079,Tacosås,
7310401003221,Ginger Ale 1.5l,
3415581113839,Häagen Belgian,
3415583000830,Häagen Macaron,
7350042722419,Umamidressing,
2340418900000,Herrgård® 17% lagr,
8001665728072,Ravioli Rökt lax M,
5000159483063,Bounty 6-p,
9002490215675,*Energidryck 4p,
7318690512516,Handtvål Almond,
7300202665001,Stekfläsk m svå,
3073781191080,Snackost,
2091838800000,blåbärvaniljlängd,
7318690185765,Drickyoghurt Mango,
7312338006627,Extrarökt Kyckling,
7330797077095,Grillad kyckling,
7318690161660,Korvstroganoff ris,
7300201878006,Rökt skinka EKO,
7318690020653,Kiwi korg,
6409630008525,Pepparsalami,
7310865889409,Mjölkdryck 1.3%,
7318690513292,Kaffefilt no4 200p,
7318690124467,Örtkryddad kycklin,
7350054797443,Dadlar Chokladboll,
7310867546614,Kvarg Mango/Pass,
7350144680020,Lemon Lime,
7318690516521,Guacamole,
5762385638364,Bacon sk Tulip,
7310731101635,Julkaffe brygg,
7310401055381,*Persika Päron,
7310240078862,Stor Ost&Skinkpaj,
8718951553224,Tandkr Sens White,
7318690153689,Kycklingvingar,
7313940013119,Kycklingfärs,
2307310300000,Kycklinglårfilé,
2319143200000,Lövbiff sk ICA,
7350161680010,Pizza Kebab,
7318690497226,Tortellini ost/ski,
5000112637922,*Coca-Cola Burk,
7311877014100,*Fam gouda 28% sk,
7340005405367,Nötmix HonungChili,
3541,Äpple red delicious,
2330045300000,Fläskytterfilé,
8002670353006,Quattrocento,
7318690513759,Tortellini Ski/ost,
8076809523561,*Classico,
8076809569408,*Garlic sauce,
7310532304716,Paprika chips,
7310865005168,Smör normalsaltat,
8711327555792,Magnum Michelangelo,
7330797089012,Skinka rökt Pärsso,
7350049150956,Whey-80 Vanilj-Pär,
7340195404997,*Fjällen Energi,
7350146811996,*Månsken Latitude,
2319155700000,Herrgård 28% mild,
2319118300000,Karré bfr vac,
7318690508281,Minibaguetter vit.,
7310130003240,*AXA F-musli bluebe,
7318690490159,Girasole tomat moz,
7350041420088,Grillkorv Purj&Sam,
7331040059219,Coca Cola 2l,
7350144680068,Rhubarb Raspberry,
7318690512103,Ärtsoppa med fläsk,
7311070006353,Gifflar Kardemumma,
7300202770002,Stekfläsk,
8908022656309,*Basmati Rice Class,
8006663003688,Parmigiano Reggiano,
4081,Auberginer,
2319317800000,Laxfilé helsida,
2322191000000,Herrgårdsost,
7340131601978,*Limón Del Sol,
7340131602166,*Sunny Soda,
5449000000439,*Coca-Cola 150cl,
7310960024194,Grekiskt Lantbröd,
7310960031819,Italienskt bröd,
7340052530708,Stekfläsk rimmat,
7320020038078,Kycklingkorv Papri,
7310831020058,Mörkrost Paket,
7318690166801,Plättar,
7350031135473,Bâtard Campagne,
2330060700000,Karré mb skivad,
17609,*Estellefläta,
7310960785323,Franskbröd,
7318690187257,Panerad schnitzel,
5711953156304,Famfav Gräddis sk,
7340131608007,*Focus Cola,
7331961100229,Grekiskt Lantbröd,
7340183500182,*Homie Jordg/Rabarb,
7350146811668,*Hajk B,
2340323100000,Herrgård Eko,
7300324012004,Kyckling skivad,
8749514832142,Cocktailtomater,
4009900399432,*Extra White Spearm,
2340375400000,*Hushållsost 26%,
4009900527873,*White Melon Mint,
4009900527897,*White Sweet Mint,
7318690520184,*Asparagi e pancett,
7318690490135,*Cappellac pesto/bu,
5000159557405,*Chokladbar,
7318690504986,*Mezze Parm/Tryffel,
7310380472162,Grillspett bambu,
7311041045060,Gul lök i nät,
7340063010855,kabanoss,
7312690800314,Sandwich,
7340131605686,*Arancia B,
5707196031836,*Bacon skiv,
7310960043492,Franskt lantbröd,
7311312007629,Naan bröd vitlök,
7340131605099,*Stellar Blend,
3210,Äpple Granny ICA,
7311312000873,Chunky Salsa Mediu,
7310760012308,Classic Festivita,
7311310031367,Fajita Spice mix O,
5711953168437,Kata,
4710,Paprika grön,
7318690513834,*Perline Parm.Regg,
7340063032024,Salsiccia Fänkål,
7311311021169,Tortilla Original,
7340131605747,*Limited Edition B,
7340131602142,Blood Orange Del S,
7340131601619,Nocc Raspb Blast33,
7310865074522,Gammald. Mjölk Eko,
7312690500085,Gräddkola,
7312060502343,Mörk choklad,
7340131601008,NOCCO BCAA Päron,
7392672104104,Yoghurt Turkisk,
7318690513773,Tortellini ric/spe,
7318690165958,Grilj påskskinka,
7350126088677,*Pizzarulle Kebab,
7318690177890,Bacon tärnad,
7340052541261,Kabanoss,
9002490215439,RedB Energi S.fri,
7350014910844,Creatine Monohydra,
8430543016633,Körsbärstomat i ask,
2371582700000,Nötytterfilé,
7310960044451,Levainbröd,
7318690517030,Snabbfilé cajun,
7331210144851,Batteri LR6 AA,
5060108454995,Fever Tree Spanish,
8715817190104,Tomat Cherryvine,
7310380458487,Diskborste,
7350056793016,Grekisk Yoghurt 0%,
7311311014017,Grillkrydda,
7318690115182,ICA Tandb Mjuk,
7318690517986,Mozzarella riven,
7318693356407,Rödlök ICA 1kg,
7310130311048,AXA Mannagryn,
90474538,*Energidryck White,
7318690182337,Fiberhavrgr KRAV,
7311312007865,Granola Pekan Lönn,
2320278000000,Kalvlever,
8423223004686,Cocktailtomater,
6408430407675,*Protpudd Choklad,
7331961051255,Napoleonbakelse,
7350056793153,Gr.Yoghurt Blåb 0%,
7350056793139,Gr.Yoghurt Vani 0%,
7350059440085,Kyckling mild vitl,
90457937,*Pink Edition SF,
7318690176138,Kycklingbröstfilé,
7350144680075,*Peach Strawberry,
6414301095452,TOALETT CLASSIC,
7350059440245,*Dumpling biff/chili,
7350059440238,*Fläsk Sichuan,
